,question,answer,category,table_id
1163,What was the last year Shabalin won a medal representing Russia with Khalyavina?,2002,figure skating,748
1164,Did Shabalin achieve all of his personal best scores after the age of 27?,no,figure skating,748
1165,What was Shabalin's age when he won his sole Olympic medal?,28,figure skating,748
1166,How many total coaches and partners has Shabalin had in his career?,8,figure skating,748
1167,What year did Maxim Shabalin last win a medal at the European Championships?,2010,figure skating,748
1168,What year did Maxim Shabalin first win a medal at the World Junior Championships?,2001,figure skating,748
1169,How old was Maxim Shabalin when he began skating?,5,figure skating,748
1170,How old was Maxim Shabalin when he began skating?,5,figure skating,748
1171,How many gold medals did Maxim Shabalin win in the European Championships starting from 2007?,2,figure skating,748
1172,Who was Maxim Shabalin's partner in the 2002 World Junior Championships?,Khalyavina,figure skating,748
1173,How long in years did the second renovation of the Birmingham–Jefferson Convention Complex last?,2,monument,751
1174,What was the name of the Birmingham–Jefferson Convention Complex in 1980?,Birmingham–Jefferson Civic Center,monument,751
1175,How many theatre seats did the Birmingham–Jefferson Convention Complex have as of 2022?,70210,monument,751
1176,How long in years was the Birmingham–Jefferson Convention Complex open before it was renovated in 2009?,37,monument,751
1177,How many years after the Birmingham–Jefferson Convention Complex was opened was it first renovated?,37,monument,751
1178,What year was the first renovation of the Birmingham–Jefferson Convention Complex?,2009,monument,751
1179,What was the construction cost of the final year of expansion of the Birmingham–Jefferson Convention Complex in dollars?,768 million,monument,751
1180,How many years longer was the second renovation than the first at the Birmingham–Jefferson Convention Complex?,2,monument,751
1181,What was the first year that someone could enter the Birmingham–Jefferson Convention Complex?,1972,monument,751
1182,How many years after Miloš Obrenović's reign as Grand Vožd of Serbia ended did his second reign as Prince of Serbia begin?,41,emperor,765
1183,How many years elapsed between the reigns of Prince of Serbia for Miloš Obrenović I?,19,emperor,765
1184,Who was Miloš Obrenović I's successor after he died in 1860?,Mihailo III (Obrenović),emperor,765
1185,How long in years did Miloš Obrenović I's reign last in which Karađorđe was his successor?,2,emperor,765
1186,Who was the Prince of Serbia in 1840?,Milan II,emperor,765
1187,How many years ago did Miloš Obrenović I die?,162,emperor,765
1188,Who was the Prince of Serbia in 1857 before Miloš Obrenović I?,Alexander Karađorđević,emperor,765
1189,How many years before his death did Miloš Obrenović I begin his second reign as the Prince of Serbia?,2,emperor,765
1190,How many years longer was Miloš Obrenović's first reign as Prince of Serbia compared to his reign as Grand Vožd of Serbia?,20,emperor,765
1191,Where was Bev Francis born on 15 February 1955?,"Geelong, Victoria, Australia",body builder,778
1192,How many years had Bev Francis's career lasted when she debuted her first match?,39,body builder,778
1193,How long in years was the career of Bev Francis?,8,body builder,778
1194,How long in years was Bev Francis's professional career?,8,body builder,778
1195,How many years after her best win did Bev Francis retire?,4,body builder,778
1196,How old was Bev Francis when she made her pro debut in 1983?,28,body builder,778
1197,How old was Bev Francis when she turned pro?,28,body builder,778
1198,At what age did Bev Francis retire from her career?,36,body builder,778
1199,How many years were there between Bev Francis's pro debut in 1983 and her best win?,4,body builder,778
1200,How many individual starts did Brit Pettersen not earn a podium?,28,skier,781
1201,How many years after turning 18 did Pettersen win a gold medal at the Junior World Championships?,1,skier,781
1202,How many years were between Pettersen's first gold medal and her last?,4,skier,781
1203,How many medals did Pettersen win in the first year of her World Cup career?,2,skier,781
1204,"In Britt Pettersen's career, how many times did she fail to get a team win?",1,skier,781
1205,What year did Brit Pettersen make her World Cup debut?,1982,skier,781
1206,How many years did Brit Pettersen attend the World Cup?,7,skier,781
1207,How many gold medals did Brit Pettersen win in relay races?,2,skier,781
1208,Where did Brit Pettersen win a gold medal in 1984?,Sarajevo,skier,781
1209,How many gold medals did Henrieta Farkašová win at the 2010 Paralympic Games?,3,skier,791
1210,What year did Henrieta Farkašová win a bronze medal at the Sochi Olympics?,2014,skier,791
1211,Which country did Henrieta Farkašová represent in 2018?,Slovakia,skier,791
1212,What event did Henrieta Farkašová win her bronze medal at the 2014 Sochi Olympics?,Slalom,skier,791
1213,How old was Henrieta Farkašová when she won a gold medal at the 2022 Olympics?,36,skier,791
1214,How many gold medals has Henrieta Farkašová won in the IPC Alpine Skiing World Championships since 2009?,17,skier,791
1215,When was the most recent year that Henrieta Farkašová won a medal at the World Championships?,2021,skier,791
1216,What year did Henrieta Farkašová first win a medal in any competition?,2009,skier,791
1217,What year did Henrieta Farkašová first win a gold medal at the World Championships?,2009,skier,791
1218,How many gold medals has Henrieta Farkašová won in the Paralympic Games since 2010?,11,skier,791
1219,Where was Henrieta Farkašová born on 3 May 1986?,"Rožňava, Czechoslovakia",skier,791
1220,How old was Henrieta Farkašová when she first competed in the IPC Alpine Skiing World Championships in 2009?,23,skier,791
1221,How many different Paralympic Games has Henrieta Farkašová competed in?,4,skier,791
1222,What city has Henrieta Farkašová won the most medals in?,Pyeongchang,skier,791
1223,In what city did Henrieta Farkašová win the fewest medals in the Paralympic Games since 2018?,Beijing,skier,791
1224,What year did Henrieta Farkašová win her first gold medal in the Paralympic Games?,2010,skier,791
1225,How old was Henrieta Farkašová when she won her last gold medal at the 2022 Beijing Games?,36,skier,791
1226,In what event did Henrieta Farkašová win a bronze medal at the 2011 Sestriere?,Team event,skier,791
1227,How many medals did Kaija Parve-Helinurm win in the last year of her World Cup career?,1,skier,793
1228,In what year did Kaija Parve-Helinurm win the most medals?,1985,skier,793
1229,Where did Kaija Parve-Helinurm win a gold medal in the first year of her World Cup career?,Chamonix,skier,793
1230,What city did Kaija Parve compete when she was 20 years old?,Chamonix,skier,793
1231,What year did Kaija Parve win her last gold medal at the World Championships?,1988,skier,793
1232,How many medals did Kaija Parve win during the 1985 World Championships?,3,skier,793
1233,How many years in a row did Kaija Parve win a gold medal in the women's biathlon?,5,skier,793
1234,How old was Kaija Parve when she went to her first World Cup?,20,skier,793
1235,How old was Kaija Parve when she won her last gold medal at the 1988 Chamonix World Championships?,24,skier,793
1236,How old was Marja-Liisa Kirvesniemi when she first won an Olympic gold medal?,29,skier,804
1237,How old was Marja-Liisa Kirvesniemi when she won her first gold medal at the 1978 World Championships?,23,skier,804
1238,In what two cities did Marja-Liisa Kirvesniemi win the most medals?,Sarajevo and Lahti,skier,804
1239,How many medals has Marja-Liisa Kirvesniemi won in the Olympic Games since 1984?,7,skier,804
1240,How many times did Marja-Liisa Kirvesniemi compete in a team event and not achieve a podium finish?,7,skier,804
1241,Did Marja-Liisa Kirvesniemi first win a gold medal at the Olympics or the World Championships?,World Championships,skier,804
1242,How old was Marja-Liisa Kirvesniemi when she got divorced?,56,skier,804
1243,How many years was Marja-Liisa Kirvesniemi married to Harri Kirvesniemi?,27,skier,804
1244,How many gold medals did Marja-Liisa Kirvesniemi win at the 1989 World Championships?,2,skier,804
1245,How many years did Melissa L. Coates work professionally?,18,body builder,806
1246,How many months ago did Melissa L. Coates die?,18,body builder,806
1247,At what age did Melissa L. Coates retire from wrestling?,49,body builder,806
1248,How long was Melissa L. Coates's wrestling career in years?,18,body builder,806
1249,How many years after retiring did Melissa Coates pass away?,1,body builder,806
1250,Who was the IFBB Jan Tana Classic Champion in 1995?,Sue Gafner,body builder,806
1251,What age was Melissa Coates when she debuted at the IFBB Jan Tana Classic?,25,body builder,806
1252,How many years after retiring did Melissa L. Coates die?,1,body builder,806
1253,How old was Melissa L. Coates when her professional career started?,31,body builder,806
1254,How old was Ambrose Rayappan when he became Archbishop Emeritus of Pondicherry and Cuddalore?,52,christian leader,817
1255,How many years after his term as Archbishop Emeritus of Pondicherry and Cuddalore did Ambrose Rayappan die?,26,christian leader,817
1256,How many years did Ambrose Rayappan serve as Archbishop Emeritus of Pondicherry and Cuddalore?,20,christian leader,817
1257,How many years after his term ended did Ambrose Rayappan die?,26,christian leader,817
1258,How many full years passed between Ambrose Rayappan's ordination and consecration?,29,christian leader,817
1259,How old was Ambrose Rayappan when he was ordained?,22,christian leader,817
1260,How many years ago did Ambrose Rayappan die?,23,christian leader,817
1261,Who was the Archbishop Emeritus of Pondicherry and Cuddalore in 1952?,Auguste-Siméon Colas,christian leader,817
1262,How long in years did Ambrose Rayappan serve as Archbishop Emeritus of Pondicherry and Cuddalore from 1953?,20,christian leader,817
1263,How old was Alojzije Mišić when he became the Bishop of Mostar-Duvno and Apostolic Administrator of Trebinje-Mrkan?,53,christian leader,824
1264,How many years after Alojzije Mišić was ordained did he become the Bishop of Mostar-Duvno and Apostolic Administrator of Trebinje-Mrkan?,30,christian leader,824
1265,How many years were between Mišić's ordination and consecration?,30,christian leader,824
1266,How long in years was Mišić's bishop term?,30,christian leader,824
1267,What posts did Alojzije Mišić hold in 1891?,"Guardian of the Franciscan friary in Petrićevac, General Vicar of Banja Luka and Secretary of the Bishop of Banja Luka",christian leader,824
1268,How long in years was the longest tenure of another post Mišić ever held?,10,christian leader,824
1269,How old was Alojzije Mišić when he was consecrated?,52,christian leader,824
1270,How long in years did Alojzije Mišić serve as the Bishop of Mostar-Duvno?,30,christian leader,824
1271,How long in years was Alojzije Mišić the Bishop of Mostar-Duvno and Apostolic Administrator of Trebinje-Mrkan?,30,christian leader,824
1272,How many years after Alphonse Gallegos's ordination was his consecration?,23,christian leader,829
1273,How old was Alphonse Gallegos when he became Auxiliary Bishop of Sacramento?,50,christian leader,829
1274,How old was Alphonse Gallegos when he was ordained?,27,christian leader,829
1275,How many years before Alphonse Gallegos died was he consecrated?,10,christian leader,829
1276,For how many years was Alphonse Gallegos both Auxiliary Bishop of Sacramento and Titular Bishop of Sasabe?,10,christian leader,829
1277,How long in years did Alphonse Gallegos serve as Auxiliary Bishop of Sacramento?,10,christian leader,829
1278,"How many years ago did Alphonse Gallegos die in Sacramento, California, United States?",31,christian leader,829
1279,How old was Alphonse Gallegos when he was appointed Auxiliary Bishop of Sacramento in 1981?,50,christian leader,829
1280,How long in years did Alphonse Gallegos serve as Auxiliary Bishop of Sacramento?,10,christian leader,829
1281,How many more years was Riguccini on team Balistic than on X1 Boxing?,10,martial artist,840
1282,How old was Alessandro Riguccini when he began his career in 1999?,11,martial artist,840
1283,How many years has Alessandro Riguccini been active in his career?,23,martial artist,840
1284,What team has Alessandro Riguccini been with the longest?,Zanfer Promotions,martial artist,840
1285,How long in years was Alessandro Riguccini with his second team?,2,martial artist,840
1286,What year did Alessandro Riguccini's martial arts career start?,1999,martial artist,840
1287,How many years after becoming active did Riguccini join Zanfer Promotions?,13,martial artist,840
1288,How old was Riguccini when he became active as a fighter?,11,martial artist,840
1289,What team has Alessandro Riguccini competed for since 2012?,Zanfer Promotions,martial artist,840
1290,What year did Bustamante win the most medals?,1998,martial artist,849
1291,"What was Bustamante's MMA fight win percentage, rounded to the nearest integer?",63%,martial artist,849
1292,How many years has it been since Bustamante last fought?,10,martial artist,849
1293,How many years was Murilo Bustamante active in MMA?,21,martial artist,849
1294,What was Murilo Bustamante's age when he attended the Brazilian National Championship for the first time?,30,martial artist,849
1295,How many championships has Murilo Bustamante attended in his lifetime?,8,martial artist,849
1296,How old was Murilo Bustamante when he won the gold medal at the 1999 Brazilian National Championship?,33,martial artist,849
1297,How old was Murilo Bustamante when he began his MMA career?,25,martial artist,849
1298,How many years was Murilo Bustamante active in his MMA career?,21,martial artist,849
1299,How old was Mohammad Yamin when he took office as the 6th Minister of Law?,47,office holder,861
1300,How many years longer was Yamin in office as the 8th Minister of National Education than as the 6th Minister of Law?,1,office holder,861
1301,How many years after leaving office as the 8th Minister of National Education did Yamin take office as the 14th Minister of Information?,7,office holder,861
1302,How many years did Mohammad Yamin serve as Minister of National Education?,2,office holder,861
1303,Who was the president of Indonesia in 1963?,Roeslan Abdulgani,office holder,861
1304,What position did Mohammad Yamin hold in 1951?,Minister of Law,office holder,861
1305,How many days was Mohammad Yamin Minister of Law?,342,office holder,861
1306,How old was Mohammad Yamin when he became Minister of National Education in 1953?,50,office holder,861
1307,How old was Mohammad Yamin when he became Minister of Information?,59,office holder,861
1308,How long in years was Arnold Schwarzenegger the governor of California?,7,body builder,866
1309,How old was Arnold Schwarzenegger when he got married?,39,body builder,866
1310,Which state did Arnold Schwarzenegger govern?,California,body builder,866
1311,How long in years was Arnold Schwarzenegger married?,35,body builder,866
1312,How long in years did Arnold Schwarzenegger work as Governor of California?,7,body builder,866
1313,Who was Arnold Schwarzenegger's spouse in 1990?,Maria Shriver,body builder,866
1314,How many years ago did Arnold Schwarzenegger serve in the military?,57,body builder,866
1315,On what date was Arnold Schwarzenegger born?,"July 30, 1947",body builder,866
1316,How many children does Arnold Schwarzenegger have?,5,body builder,866
1317,How long in years was Richard Caswell married to his wife?,5,politician,904
1318,How many years longer was Caswell's term as the 1st Governor of North Carolina than his term as the 2nd Grand Master of the Masons of North Carolina?,3,politician,904
1319,How old was Richard Caswell when he married Sarah Herritage?,29,politician,904
1320,How old was Richard Caswell when he got married?,23,politician,904
1321,How many years after the death of his first wife did Caswell die?,32,politician,904
1322,In what year did Richard Caswell get into politics?,1776,politician,904
1323,What year did Aslam Watanjar begin serving as Minister of Communications?,1980,office holder,913
1324,How old was Aslam Watanjar when he stopped serving in the Afghanistan Army?,46,office holder,913
1325,How many years did Aslam Watanjar serve in the military?,25,office holder,913
1326,How old was Aslam Watanjar when he took office as the Minister of Defence?,44,office holder,913
1327,"Who was the Minister of Defence on March 5, 1990?",Shahnawaz Tanai,office holder,913
1328,How many years was Aslam Watanjar Minister of Defense?,2,office holder,913
1329,How many years longer was Watanjar's third term as Minister of Internal Affairs than his first term?,1,office holder,913
1330,How many years after beginning his military service did Watanjar first take office as Minister of Communications?,11,office holder,913
1331,How old was Watanjar when he took office as Minister of Defence?,44,office holder,913
1332,How old was Theo Bot when he last served as Permanent Representative of the Netherlands to the IAEA?,65,person,915
1333,How old was Theo Bot when he married Elisabeth van Hal?,25,person,915
1334,How many years did Theo Bot serve as Ambassador of the Netherlands to Austria?,3,person,915
1335,How many years after his son Ben's birth did Bot take office as State Secretary for the Interior?,22,person,915
1336,How old was Theo Bot when he first served in active duty in the East Indies Army?,29,person,915
1337,"How many years longer was Theo Bot in office as Ambassador of the Netherlands to Canada than as Minister of Education, Arts and Sciences?",3,person,915
1338,How many years was Theo Bot in the Reserve before going to active duty?,4,person,915
1339,How many months was Theo Bot Ambassador to Austria?,37,person,915
1340,At what age did Theo Bot become Ambassador to Canada?,56,person,915
1341,How many years longer was Mohammad-Ali Foroughi's second term as 22nd Prime Minister of Iran than his first term?,1,office holder,928
1342,How old was Mohammad-Ali Foroughi the year he took office as Minister of Justice?,36,office holder,928
1343,How many years was Mohammad-Ali Foroughi a member of the Parliament of Iran?,12,office holder,928
1344,How old was Mohammad-Ali Foroughi when he became a member of the Parliament of Iran?,32,office holder,928
1345,How many years did Mohammad-Ali Foroughi serve as Prime Minister of Iran?,1,office holder,928
1346,How long in days did Mohammad-Ali Foroughi serve as Speaker of the Parliament?,4,office holder,928
1347,Who was the prime minister of Iran in 1913?,Saad ad-Daula,office holder,928
1348,How many years after becoming a Member of the Parliament of Iran did Mohammad-Ali Foroughi become Minister of Foreign Affairs?,14,office holder,928
1349,How many times did Mohammad-Ali Foroughi serve as Minister of Finance from 1913-1925?,4,office holder,928
1350,How many years after Dick King-Smith became a widower did he remarry?,1,book,929
1351,How long in years was Dick King-Smith married to his second wife?,10,book,929
1352,In what year did Dick King-Smith marry his first wife?,1943,book,929
1353,How long after Dick King-Smith's first wife died did he marry his second wife?,1,book,929
1354,Who was the spouse of Dick King-Smith in 1955?,Myrle,book,929
1355,What was the nationality of Dick King-Smith in 2000?,British,book,929
1356,How many years ago did Dick King-Smith win the Guardian Prize?,38,book,929
1357,Who was Dick King-Smith married to the year he won the Guardian prize?,Myrle,book,929
1358,How many years had Dick King-Smith been a children's author when he married his second wife?,23,book,929
1359,How many years after the last election will the next Vancouver City Council election take place?,4,legislature,935
1360,"How many political groups in the Vancouver City Council in 2021 have ""Vancouver"" in their name?",2,legislature,935
1361,How many months ago were Vancouver City Council members elected in 2018?,50,legislature,935
1362,"How many political groups in the Vancouver City Council in 2021 do not have ""Vancouver"" in their name?",5,legislature,935
1363,What was the member count of Vancouver City Council in 2020?,11,legislature,935
1364,How many months ago was the most recent Vancouver City Council election?,2,legislature,935
1365,How many years after Becca Balint became President pro tempore of the Senate did Alison Clarkson become the Senate Majority Leader?,0,legislature,936
1366,How many years after Anthony Pollina became Senate Progressive Leader did Molly Gray become President of the Senate?,10,legislature,936
1367,How many leaders began their terms after the last general election?,6,legislature,936
1368,How many years elapsed between when Patricia McCoy became House Minority Leader and the next general election?,3,legislature,936
1369,How many months ago was the Vermont General Assembly general election of 2020?,25,legislature,936
1370,Who is the Speaker of the House at the Vermont General Assembly in 2022?,Jill Krowinski,legislature,936
1371,How many Republicans were in the Vermont General Assembly in 2022?,53,legislature,936
1372,How many years after the last Vermont General Assembly general election will the next one take place?,2,legislature,936
1373,How many years after Anthony Pollina became Senate Progressive Leader did Randy Brock become Senate Minority Leader?,10,legislature,936
1374,What is the running time of this movie?,62:12,album,942
1375,What was the name of the album that came out in 2001?,Break the Cycle,album,942
1376,"Which year was the movie ""Zoe Jane"" released?",2004,album,942
1377,"How many months before ""Price to Play"" was ""How About You"" released?",8,album,942
1378,"How many years before Chapter V was ""So Far Away"" released?",2,album,942
1379,How many years after Break the Cycle was Chapter V released?,4,album,942
1380,Who produced 14 Shades of Grey?,Josh Abraham,album,942
1381,How many years did it take for the fourth single to be released after the first single on the album 14 Shades of Grey?,1,album,942
1382,How many years later was the next album released after 14 Shades of Grey?,2,album,942
1383,"What was the release date of the single ""Homicide"" from the Confessions of a Dangerous Mind album?","May 3, 2019",album,948
1384,How many singles were released from the 2019 album Confessions of a Dangerous Mind?,3,album,948
1385,What year was Confessions of a Dangerous Mind released?,2019,album,948
1386,Which single was released two months before the release of Confessions of a Dangerous Mind?,Confessions of a Dangerous Mind,album,948
1387,How many months after the release of the first single did the album Confessions of a Dangerous Mind release?,4,album,948
1388,How many singles from Confessions of a Dangerous Mind were released on odd-numbered days?,1,album,948
1389,"Besides Confessions of a Dangerous Mind, how many albums did Logic release in 2019?",1,album,948
1390,How many labels issued Confessions of a Dangerous Mind?,2,album,948
1391,How many singles from Confessions of a Dangerous Mind were released in the month of the album's release?,1,album,948
1392,"Which country won more medals at the Men's 4 × 200 metre freestyle relay, United States or Great Britain?",United States,athelete,963
1393,How many years after the Men's 4 × 200 metre freestyle relay at the Games of the XXXI Olympiad was the next related event?,4,athelete,963
1394,How many complete months had passed in the year before the Men's 4 × 200 metre freestyle relay at the Games of the XXXI Olympiad occurred?,7,athelete,963
1395,How many teams participated in the Men's 4 × 200 metre freestyle relay at the 2016 Olympiad games?,16,athelete,963
1396,What country won the finals of the Men's 4 × 200 metre freestyle relay at the 2016 Olympiad games?,United States,athelete,963
1397,Which country had no swimmers competing in only the preliminary heats at the Men's 4 × 200 metre freestyle relay?,Japan,athelete,963
1398,How many years prior to the Games of the XXXI Olympiad was the related event to the Men's 4 × 200 metre freestyle relay?,4,athelete,963
1399,Which country had the most swimmers competing only in the preliminary heats at the Men's 4 × 200 metre freestyle relay?,United States,athelete,963
1400,What venue were the 2016 Olympiad games held?,Olympic Aquatics Stadium,athelete,963
1401,"How many years before the 2021 Myanmar protests did the general election results occur, which the protesters want to recognize?",1,current war,964
1402,How many years after the Myanmar coup d'état were the elections deferred?,2,current war,964
1403,How many months after the start of the protests was the death toll 47 police officers and 7 soldiers?,3,current war,964
1404,"What percentage of casualties during the Myanmar Spring Revolution were police officers as of May 23, 2021?",2%,current war,964
1405,How old was the Constitution when the 2021 Myanmar Spring Revolution took place?,13,current war,964
1406,How many months ago could the earliest detainees of the Myanmar Spring Revolution have been detained?,16,current war,964
1407,How many years before the protests was the constitution they sought to abolish drafted?,13,current war,964
1408,"How many months after the start of the 2021 Myanmar protests did the death toll reach 2,091?",3,current war,964
1409,How many years old was the constitution when the 2021 Myanmar protests aimed to abolish it?,13,current war,964
1410,By how much did Croatian troop numbers increase from September 1991 to January 1992?,97772,military conflict,966
1411,How many fewer APCs did the Croatian side have during the war?,573,military conflict,966
1412,How many months after the war started was the Croatian Army formed?,2,military conflict,966
1413,For how many years did Libya support the Ethiopian Civil War?,8,civil war,979
1414,How many soldiers were under the command of Isaias Afwerki and Elemo Qiltu?,123000,civil war,979
1415,How many days did the Ethiopian Civil War last?,6102,civil war,979
1416,What was the strength of the OLF the year Libya ended its support?,13000,civil war,979
1417,During what year did Russia's support end and Israel's support begin?,1990,civil war,979
1418,How many years after the beginning of the war did PDR Ethiopia become a belligerent?,13,civil war,979
1419,How much greater was Ethiopia's strength in 1991 compared to the combined strength of its opponents that year in the Ethiopian Civil War?,"76,000",civil war,979
1420,How many more years did Libya support the EPRDF than the other side in the Ethiopian Civil War?,2,civil war,979
1421,"After the Ethiopian Civil War, how many miles of coastline did Ethiopia gain?",0,civil war,979
1422,How many years were between the establishment of the first ceasefire and the eruption of a wider conflict?,5,current war,990
1423,How many more years was Mostafa Pourmohammadi a leader than Ali Shamkhani?,2,current war,990
1424,How many years after the start of the Iran–PJAK conflict was the United States allegedly a supporter of Iran?,5,current war,990
1425,How many years did Mohd. Ibrahim Moustafa serve as the leader of the Egyptian Army?,2,current war,1006
1426,How many years ago did terrorism begin in Egypt?,9,current war,1006
1427,Who was the belligerent of ISIL in 2018?,Wilayat Sinai,current war,1006
1428,How many leaders or commanders began their roles in the year that terrorism in Egypt began?,2,current war,1006
1429,How many years longer did Sedki serve as a leader or commander than Mohd. Ibrahim Moustafa?,2,current war,1006
1430,How many years after terrorism began in Egypt did Wilayat Sinai become a belligerent?,1,current war,1006
1431,"During the first year of the Western Front, how many men were killed in total?",186510,military conflict,1012
1432,How many different leaders did Italy have during the era of the Italian Social Republic in World War II?,1,military conflict,1012
1433,How many different countries fought on the Allies' side during World War II?,11,military conflict,1012
1434,How many more troops did the Allies have over the Axis between 1939-1940?,2250000,military conflict,1012
1435,How many years longer were Italy and the Axis belligerents than Hungary?,2,military conflict,1012
1436,How many years after Walter von Brauchitsch became a leader was Franklin D. Roosevelt also a leader?,5,military conflict,1012
1437,How many formal Allied nations were involved?,11,military conflict,1012
1438,Who was the only Axis belligerent to fight the entirety of the Western Front campaign?,Germany,military conflict,1012
1439,How many Allied deaths were there one year after the beginning of the Western Front?,143400,military conflict,1012
1440,"How many soldiers were killed in the Western Sahara War, which lasted for 15 years, 10 months, and 1 week?",2000,military conflict,1014
1441,How many years ago did the Western Sahara War end?,31,military conflict,1014
1442,For how many years did Mauritania participate in the Western Sahara War starting from 1975?,4,military conflict,1014
1443,How many different leaders did the Sahrawi Arab Democratic Republic have during the Western Sahara War?,6,military conflict,1014
1444,Who was the fifth Moroccan commander?,Housni Benslimane,military conflict,1014
1445,How many more soldiers did Morocco have in 1988 compared to 1991?,"30,000",military conflict,1014
1446,Which belligerent began their support the same year as the Spanish withdrawal under the Madrid Accords?,Algeria,military conflict,1014
1447,How many years after the beginning of the war did Mauritania retreat and withdraw?,4,military conflict,1014
1448,How many years longer was Mauritania a belligerent than France?,3,military conflict,1014
1449,How long in years after the start of the Gaza–Israel conflict did Sudan cease to be a belligerent?,9,current war,1018
1450,How many more years was Ashkenazi a leader in the conflict than Ehud Olmert?,2,current war,1018
1451,Which commander or leader ended their leadership the same year the PRC stopped being a belligerent in the Gaza Strip?,Ehud Barak,current war,1018
1452,How many people were killed in the Salvadoran Civil War between 1979 and 1992?,27000,civil war,1022
1453,How many years did Argentina support the Salvadoran Civil War?,4,civil war,1022
1454,How many years ago did the Salvadoran Civil War end?,30,civil war,1022
1455,How many years into the war was the picture of Ronald Reagan and José Napoleón Duarte taken?,6,civil war,1022
1456,What was the strength of the Salvadoran government armed forces the year after the start of the war?,"9,850",civil war,1022
1457,How long in years had the Salvadoran Civil War been going on when North Korea withdrew?,11,civil war,1022
1458,Which country continued to support FMLN(CRM) closest to the end of the war?,Soviet Union,civil war,1022
1459,How many countries with blue on their flags supported the United States in the Salvadoran Civil War?,6,civil war,1022
1460,Which side had greater strength in the Salvadoran Civil War in 1992?,Salvadoran government,civil war,1022
1461,How many gold medals has China won at the Olympic Games?,275,athelete,1024
1462,How many Winter Olympics has China participated in?,12,athelete,1024
1463,How many years passed between China's first appearance in the Summer Olympics and its first in the Winter Olympics?,28,athelete,1024
1464,What was the last year China appeared at both the Summer and Winter Olympics in the same year?,1992,athelete,1024
1465,"In the 1990s, did China participate more in the Summer or Winter Olympics?",Winter,athelete,1024
1466,How many more gold medals than silver has China won at the Olympics?,48,athelete,1024
1467,In what year did China first participate in the Winter Olympics but not the Summer Olympics?,1994,athelete,1024
1468,Which overall medal rank did China achieve at the Olympics?,5,athelete,1024
1469,During what season of the Olympics did China last appear?,Winter,athelete,1024
1470,How many medals has Hungary won in the Olympics from 1896 to 2022?,518,athelete,1026
1471,In which year did Hungary first participate in the Winter Olympics?,1924,athelete,1026
1472,How many years has Hungary participated in the Summer Olympics?,29,athelete,1026
1473,What is the year gap between Hungary's latest Winter Olympics and Summer Olympics appearances?,2,athelete,1026
1474,How many years after its first Summer Olympics appearance did Hungary make its first Winter Olympics appearance?,28,athelete,1026
1475,How many more golds than silvers has Hungary won at the Olympics?,26,athelete,1026
1476,How many years after its summer appearance did Hungary make its Intercalated Games appearance?,2,athelete,1026
1477,What medal has Hungary won the most at the Olympics?,Gold,athelete,1026
1478,What is Hungary's rank in total Olympic medals?,13,athelete,1026
1479,How long in months did the 12th Annual Honda Civic Tour last?,2,concert,1034
1480,What date did the 12th Annual Honda Civic Tour start?,"August 1, 2013",concert,1034
1481,How many shows were in the 12th Annual Honda Civic Tour?,33,concert,1034
1482,What date did the 12th Annual Honda Civic Tour end?,"October 6, 2013",concert,1034
1483,What tour did Kelly Clarkson perform for before the 12th Annual Honda Civic Tour in 2012?,Stronger Tour,concert,1034
1484,How many years ago did the 12th Annual Honda Civic Tour start?,9,concert,1034
1485,How many years after the 12th Annual Honda Civic Tour did Kelly Clarkson perform for the Piece by Piece Tour?,2,concert,1034
1486,"How many days was the 12th Annual Honda Civic Tour held starting from August 1, 2013?",66,concert,1034
1487,Which year was the 11th Annual Honda Civic Tour held?,2012,concert,1034
1488,How many years was Rolling Stone on tour between 2012 and 2016?,4,concert,1035
1489,How many months did 14 On Fire last?,9,concert,1035
1490,How many years after 14 On Fire did the next tour occur?,1,concert,1035
1491,How many shows were held in Asia and Europe in 2014?,21,concert,1035
1492,"In 2014, what was the box office collection of the 14 On Fire show in dollars?",165.2 million,concert,1035
1493,How many days was 14 On Fire shown in 2014?,274,concert,1035
1494,How many years before the 14 On Fire concert tour began did the 50 & Counting concert tour end?,1,concert,1035
1495,How many full months did the 14 On Fire concert tour span?,8,concert,1035
1496,What tour occurred after 14 On Fire?,Zip Code,concert,1035
1497,How many days before the 1960 Agadir earthquake were the first foreshocks?,6,earthquake,1036
1498,What was the strength of the foreshock on the local date of the 1960 Agadir earthquake?,VI (Strong),earthquake,1036
1499,How many days longer was the period between the aftershocks compared to the foreshocks?,20,earthquake,1036
1500,How many months did people experience the effects of the 1960 Agadir earthquake?,3,earthquake,1036
1501,How many months after the first foreshock was the last aftershock?,2,earthquake,1036
1502,On what date was the first foreshock of the 1960 Agadir earthquake?,"February 23, 1960",earthquake,1036
1503,How many injuries were there five days after the 2014 Ludian earthquake?,3143,earthquake,1042
1504,How many days after the 2014 Ludian earthquake were 112 people reported missing?,5,earthquake,1042
1505,How many days after the 2014 Ludian earthquake were 112 people reported missing?,5,earthquake,1042
1506,How many people were injured and killed some days after the Ludian earthquake?,"3,760",earthquake,1042
1507,"In what province and country were 617 people reported dead from an earthquake as of August 8, 2014?","Yunnan, China",earthquake,1042
1508,How many days after the 2014 Ludian earthquake were 617 people reported dead?,5,earthquake,1042
1509,How many people died in the 2020 Aegean Sea earthquake?,119,earthquake,1047
